,i,name,SMILES
1115,1115,C5H10(424) + C2H5(43) <=> C7H15(680),C=CCCC+C[CH2]_CCC[CH]CCC
1116,1116,C2H4(11) + C3H6(12) <=> C5H10(424),C=C+C=CC_C=CCCC
1117,1117,C7H14(808) <=> C2H4(11) + C5H10(424),CCC=CCCC_C=C+C=CCCC
1118,1118,C2H4(11) + C3H6(12) <=> NC3H7(92) + C2H3(22),C=C+C=CC_[CH2]CC+[CH]=C
1119,1119,CH2(23) + C5H11(421) <=> C5H10(424) + CH3(18),[CH2]+[CH2]CCCC_C=CCCC+[CH3]
1120,1120,C5H11(422) + CH2(23) <=> C5H10(424) + CH3(18),C[CH]CCC+[CH2]_C=CCCC+[CH3]
1121,1121,C7H15(679) + C5H11(421) <=> C5H10(424) + C7H16(1),CC[CH]CCCC+[CH2]CCCC_C=CCCC+CCCCCCC
1122,1122,C7H15(679) + C5H11(422) <=> C5H10(424) + C7H16(1),CC[CH]CCCC+C[CH]CCC_C=CCCC+CCCCCCC
1123,1123,C7H15(680) + C5H11(421) <=> C5H10(424) + C7H16(1),CCC[CH]CCC+[CH2]CCCC_C=CCCC+CCCCCCC
1124,1124,C7H15(680) + C5H11(422) <=> C5H10(424) + C7H16(1),CCC[CH]CCC+C[CH]CCC_C=CCCC+CCCCCCC
1125,1125,C7H15(682) + C5H11(421) <=> C5H10(424) + C7H16(1),C[CH]CCCCC+[CH2]CCCC_C=CCCC+CCCCCCC
1126,1126,C5H11(422) + C7H15(682) <=> C5H10(424) + C7H16(1),C[CH]CCC+C[CH]CCCCC_C=CCCC+CCCCCCC
1127,1127,C5H11(421) + C7H15(683) <=> C5H10(424) + C7H16(1),[CH2]CCCC+[CH2]CCCCCC_C=CCCC+CCCCCCC
1128,1128,C5H11(422) + C7H15(683) <=> C5H10(424) + C7H16(1),C[CH]CCC+[CH2]CCCCCC_C=CCCC+CCCCCCC
1129,1129,C5H11(421) + OH(15) <=> C5H10(424) + H2O(8),[CH2]CCCC+[OH]_C=CCCC+O
1130,1130,C5H11(422) + OH(15) <=> C5H10(424) + H2O(8),C[CH]CCC+[OH]_C=CCCC+O
1131,1131,C5H11(421) + CH3(18) <=> CH4(10) + C5H10(424),[CH2]CCCC+[CH3]_C+C=CCCC
1132,1132,C5H11(422) + CH3(18) <=> CH4(10) + C5H10(424),C[CH]CCC+[CH3]_C+C=CCCC
1133,1133,C5H11(421) + C2H3(22) <=> C2H4(11) + C5H10(424),[CH2]CCCC+[CH]=C_C=C+C=CCCC
1134,1134,C5H11(422) + C2H3(22) <=> C2H4(11) + C5H10(424),C[CH]CCC+[CH]=C_C=C+C=CCCC
1135,1135,C5H11(421) + H(14) <=> C5H10(424) + H2(13),[CH2]CCCC+[H]_C=CCCC+[H][H]
1136,1136,C5H11(422) + H(14) <=> C5H10(424) + H2(13),C[CH]CCC+[H]_C=CCCC+[H][H]
1137,1137,C5H10(424) <=> NC3H7(92) + C2H3(22),C=CCCC_[CH2]CC+[CH]=C
1138,1138,S(8009) <=> C2H4(11) + C3H6(12),C[C]CCC_C=C+C=CC
1139,1139,S(8009) <=> C5H10(424),C[C]CCC_C=CCCC
1140,1140,S(8009) <=> NC3H7(92) + C2H3(22),C[C]CCC_[CH2]CC+[CH]=C
1141,1141,S(1576) + OH(15) <=> S(1406),CC([O])CC(=O)CCCO+[OH]_CC(CC(=O)CCCO)OO
1142,1142,S(1580) + CH3CHO(46) <=> S(1576),C=C([O])CCCO+CC=O_CC([O])CC(=O)CCCO
1143,1143,S(1580) + O2(2) <=> S(10086),C=C([O])CCCO+[O][O]_[O]OCC(=O)CCCO
1144,1144,S(10080) <=> S(1580),CC(=O)CC[CH]O_C=C([O])CCCO
1145,1145,C5H11(421) + HO2(16) <=> C5H10(424) + H2O2(17),[CH2]CCCC+[O]O_C=CCCC+OO
1146,1146,C5H11(422) + HO2(16) <=> C5H10(424) + H2O2(17),C[CH]CCC+[O]O_C=CCCC+OO
1147,1147,C5H11(421) + HCO(19) <=> C5H10(424) + CH2O(9),[CH2]CCCC+[CH]=O_C=CCCC+C=O
1148,1148,C5H11(422) + HCO(19) <=> C5H10(424) + CH2O(9),C[CH]CCC+[CH]=O_C=CCCC+C=O
1149,1149,C5H9O(848) + C5H11(421) <=> C5H10(424) + S(454),C[C]1CCCO1+[CH2]CCCC_C=CCCC+CC1CCCO1
1150,1150,C5H11(422) + C5H9O(848) <=> C5H10(424) + S(454),C[CH]CCC+C[C]1CCCO1_C=CCCC+CC1CCCO1
1151,1151,S(763) + C5H11(421) <=> C5H10(424) + S(785),CCCCCC(C)O[O]+[CH2]CCCC_C=CCCC+CCCCCC(C)OO
1152,1152,S(763) + C5H11(422) <=> C5H10(424) + S(785),CCCCCC(C)O[O]+C[CH]CCC_C=CCCC+CCCCCC(C)OO
1153,1153,S(782) + C5H11(421) <=> C5H10(424) + S(785),CC[CH]CCC(C)OO+[CH2]CCCC_C=CCCC+CCCCCC(C)OO
1154,1154,S(782) + C5H11(422) <=> C5H10(424) + S(785),CC[CH]CCC(C)OO+C[CH]CCC_C=CCCC+CCCCCC(C)OO
1155,1155,S(781) + C5H11(421) <=> C5H10(424) + S(785),CCC[CH]CC(C)OO+[CH2]CCCC_C=CCCC+CCCCCC(C)OO
1156,1156,S(781) + C5H11(422) <=> C5H10(424) + S(785),CCC[CH]CC(C)OO+C[CH]CCC_C=CCCC+CCCCCC(C)OO
1157,1157,S(816) + C5H11(421) <=> C5H10(424) + S(837),CCCCC(CC)O[O]+[CH2]CCCC_C=CCCC+CCCCC(CC)OO
1158,1158,S(816) + C5H11(422) <=> C5H10(424) + S(837),CCCCC(CC)O[O]+C[CH]CCC_C=CCCC+CCCCC(CC)OO
1159,1159,S(835) + C5H11(421) <=> C5H10(424) + S(837),C[CH]CCC(CC)OO+[CH2]CCCC_C=CCCC+CCCCC(CC)OO
1160,1160,C5H11(422) + S(835) <=> C5H10(424) + S(837),C[CH]CCC+C[CH]CCC(CC)OO_C=CCCC+CCCCC(CC)OO
1161,1161,S(834) + C5H11(421) <=> C5H10(424) + S(837),[CH2]CC(CCCC)OO+[CH2]CCCC_C=CCCC+CCCCC(CC)OO
1162,1162,C5H11(422) + S(834) <=> C5H10(424) + S(837),C[CH]CCC+[CH2]CC(CCCC)OO_C=CCCC+CCCCC(CC)OO
1163,1163,S(969) + C5H11(421) <=> C5H10(424) + S(985),CCCCCCCO[O]+[CH2]CCCC_C=CCCC+CCCCCCCOO
1164,1164,S(969) + C5H11(422) <=> C5H10(424) + S(985),CCCCCCCO[O]+C[CH]CCC_C=CCCC+CCCCCCCOO
1165,1165,S(982) + C5H11(421) <=> C5H10(424) + S(985),CCC[CH]CCCOO+[CH2]CCCC_C=CCCC+CCCCCCCOO
1166,1166,S(982) + C5H11(422) <=> C5H10(424) + S(985),CCC[CH]CCCOO+C[CH]CCC_C=CCCC+CCCCCCCOO
1167,1167,S(1048) + C5H11(421) <=> C5H10(424) + S(1049),CCC(CCC(C)O[O])OO+[CH2]CCCC_C=CCCC+CCC(CCC(C)OO)OO
1168,1168,S(1048) + C5H11(422) <=> C5H10(424) + S(1049),CCC(CCC(C)O[O])OO+C[CH]CCC_C=CCCC+CCC(CCC(C)OO)OO
1169,1169,S(1025) + C5H11(421) <=> C5H10(424) + S(1049),CCC(CCC(C)OO)O[O]+[CH2]CCCC_C=CCCC+CCC(CCC(C)OO)OO
1170,1170,S(1025) + C5H11(422) <=> C5H10(424) + S(1049),CCC(CCC(C)OO)O[O]+C[CH]CCC_C=CCCC+CCC(CCC(C)OO)OO
1171,1171,S(1045) + C5H11(421) <=> C5H10(424) + S(1049),[CH2]CC(CCC(C)OO)OO+[CH2]CCCC_C=CCCC+CCC(CCC(C)OO)OO
1172,1172,C5H11(422) + S(1045) <=> C5H10(424) + S(1049),C[CH]CCC+[CH2]CC(CCC(C)OO)OO_C=CCCC+CCC(CCC(C)OO)OO
1173,1173,CH2CHO(21) + C5H11(421) <=> C5H10(424) + CH3CHO(46),[CH2]C=O+[CH2]CCCC_C=CCCC+CC=O
1174,1174,C5H11(422) + CH2CHO(21) <=> C5H10(424) + CH3CHO(46),C[CH]CCC+[CH2]C=O_C=CCCC+CC=O
1175,1175,CH3CO(20) + C5H11(421) <=> C5H10(424) + CH3CHO(46),C[C]=O+[CH2]CCCC_C=CCCC+CC=O
1176,1176,C5H11(422) + CH3CO(20) <=> C5H10(424) + CH3CHO(46),C[CH]CCC+C[C]=O_C=CCCC+CC=O
1177,1177,C4H6O(264) + CH2O(9) <=> S(8121),C=CC(C)=O+C=O_CC(=O)CCC=O
1178,1178,S(2039) <=> S(8121) + OH(15),CC(=O)CCCO[O]_CC(=O)CCC=O+[OH]
1179,1179,S(1580) <=> S(8121) + H(14),C=C([O])CCCO_CC(=O)CCC=O+[H]
1180,1180,S(10080) + O2(2) <=> S(8121) + HO2(16),CC(=O)CC[CH]O+[O][O]_CC(=O)CCC=O+[O]O
1181,1181,S(10080) <=> S(8121) + H(14),CC(=O)CC[CH]O_CC(=O)CCC=O+[H]
1182,1182,C4H6O(264) + CH2O(9) <=> C4H8O(265) + CO(6),C=CC(C)=O+C=O_CCCC=O+[C-]#[O+]
1183,1183,C4H6O(264) + CH2O(9) <=> C3H5O(70) + CH2CHO(21),C=CC(C)=O+C=O_[CH2]C(C)=O+[CH2]C=O
1184,1184,S(8121) <=> C4H8O(265) + CO(6),CC(=O)CCC=O_CCCC=O+[C-]#[O+]
1185,1185,C4H8O(265) + CO(6) <=> C3H5O(70) + CH2CHO(21),CCCC=O+[C-]#[O+]_[CH2]C(C)=O+[CH2]C=O
1186,1186,S(10080) + C7H15(679) <=> S(8121) + C7H16(1),CC(=O)CC[CH]O+CC[CH]CCCC_CC(=O)CCC=O+CCCCCCC
1187,1187,S(10080) + C7H15(680) <=> S(8121) + C7H16(1),CC(=O)CC[CH]O+CCC[CH]CCC_CC(=O)CCC=O+CCCCCCC
1188,1188,S(10080) + C7H15(682) <=> S(8121) + C7H16(1),CC(=O)CC[CH]O+C[CH]CCCCC_CC(=O)CCC=O+CCCCCCC
1189,1189,S(10080) + C7H15(683) <=> S(8121) + C7H16(1),CC(=O)CC[CH]O+[CH2]CCCCCC_CC(=O)CCC=O+CCCCCCC
1190,1190,S(8121) <=> C3H5O(70) + CH2CHO(21),CC(=O)CCC=O_[CH2]C(C)=O+[CH2]C=O
1191,1191,S(1727) + OH(15) <=> S(1522),CC([O])CC(=O)CC(C)OO+[OH]_CC(CC(=O)CC(C)OO)OO
1192,1192,S(10080) + OH(15) <=> S(8121) + H2O(8),CC(=O)CC[CH]O+[OH]_CC(=O)CCC=O+O
1193,1193,S(10080) + S(763) <=> S(8121) + S(785),CC(=O)CC[CH]O+CCCCCC(C)O[O]_CC(=O)CCC=O+CCCCCC(C)OO
1194,1194,S(10080) + S(782) <=> S(8121) + S(785),CC(=O)CC[CH]O+CC[CH]CCC(C)OO_CC(=O)CCC=O+CCCCCC(C)OO
1195,1195,S(10080) + S(781) <=> S(8121) + S(785),CC(=O)CC[CH]O+CCC[CH]CC(C)OO_CC(=O)CCC=O+CCCCCC(C)OO
1196,1196,S(10080) + S(816) <=> S(8121) + S(837),CC(=O)CC[CH]O+CCCCC(CC)O[O]_CC(=O)CCC=O+CCCCC(CC)OO
1197,1197,S(10080) + S(835) <=> S(8121) + S(837),CC(=O)CC[CH]O+C[CH]CCC(CC)OO_CC(=O)CCC=O+CCCCC(CC)OO
1198,1198,S(10080) + S(834) <=> S(8121) + S(837),CC(=O)CC[CH]O+[CH2]CC(CCCC)OO_CC(=O)CCC=O+CCCCC(CC)OO
1199,1199,C2H5(43) + S(948) <=> S(910),C[CH2]+[CH2]C(=O)CC(C)OO_CCCC(=O)CC(C)OO
1200,1200,CH3CHO(46) + S(948) <=> S(1727),CC=O+[CH2]C(=O)CC(C)OO_CC([O])CC(=O)CC(C)OO
1201,1201,S(948) + O2(2) <=> S(10517),[CH2]C(=O)CC(C)OO+[O][O]_CC(CC(=O)CO[O])OO
1202,1202,S(10080) + HO2(16) <=> S(8121) + H2O2(17),CC(=O)CC[CH]O+[O]O_CC(=O)CCC=O+OO
1203,1203,S(10080) + HCO(19) <=> CH2O(9) + S(8121),CC(=O)CC[CH]O+[CH]=O_C=O+CC(=O)CCC=O
1204,1204,S(10080) + C2H3(22) <=> C2H4(11) + S(8121),CC(=O)CC[CH]O+[CH]=C_C=C+CC(=O)CCC=O
1205,1205,S(10080) + C5H9O(848) <=> S(8121) + S(454),CC(=O)CC[CH]O+C[C]1CCCO1_CC(=O)CCC=O+CC1CCCO1
1206,1206,S(10080) + S(969) <=> S(8121) + S(985),CC(=O)CC[CH]O+CCCCCCCO[O]_CC(=O)CCC=O+CCCCCCCOO
1207,1207,S(10080) + S(982) <=> S(8121) + S(985),CC(=O)CC[CH]O+CCC[CH]CCCOO_CC(=O)CCC=O+CCCCCCCOO
1208,1208,S(10080) + S(1048) <=> S(8121) + S(1049),CC(=O)CC[CH]O+CCC(CCC(C)O[O])OO_CC(=O)CCC=O+CCC(CCC(C)OO)OO
1209,1209,S(10080) + S(1025) <=> S(8121) + S(1049),CC(=O)CC[CH]O+CCC(CCC(C)OO)O[O]_CC(=O)CCC=O+CCC(CCC(C)OO)OO
1210,1210,S(10080) + S(1045) <=> S(8121) + S(1049),CC(=O)CC[CH]O+[CH2]CC(CCC(C)OO)OO_CC(=O)CCC=O+CCC(CCC(C)OO)OO
1211,1211,S(10080) + CH2CHO(21) <=> S(8121) + CH3CHO(46),CC(=O)CC[CH]O+[CH2]C=O_CC(=O)CCC=O+CC=O
1212,1212,S(10080) + CH3CO(20) <=> S(8121) + CH3CHO(46),CC(=O)CC[CH]O+C[C]=O_CC(=O)CCC=O+CC=O
1213,1213,S(10517) <=> S(10533),CC(CC(=O)CO[O])OO_CC(C=C([O])COO)OO
1214,1214,S(10533) <=> S(11349) + OH(15),CC(C=C([O])COO)OO_CC1OC1C(=O)COO+[OH]
1215,1215,S(11349) <=> S(11360),CC1OC1C(=O)COO_CC1OC=C(COO)O1
1216,1216,S(1982) + H(14) <=> S(1947),CCC=CC(=O)COO+[H]_CCCC=C([O])COO
1217,1217,S(1947) + O2(2) <=> S(1982) + HO2(16),CCCC=C([O])COO+[O][O]_CCC=CC(=O)COO+[O]O
1218,1218,S(1989) <=> S(1982) + HO2(16),CCCC(O[O])C(=O)COO_CCC=CC(=O)COO+[O]O
1219,1219,S(1947) + HO2(16) <=> S(1982) + H2O2(17),CCCC=C([O])COO+[O]O_CCC=CC(=O)COO+OO
1220,1220,S(1947) + S(763) <=> S(1982) + S(785),CCCC=C([O])COO+CCCCCC(C)O[O]_CCC=CC(=O)COO+CCCCCC(C)OO
1221,1221,S(1947) + S(816) <=> S(1982) + S(837),CCCC=C([O])COO+CCCCC(CC)O[O]_CCC=CC(=O)COO+CCCCC(CC)OO
1222,1222,S(1947) + C7H15(679) <=> S(1982) + C7H16(1),CCCC=C([O])COO+CC[CH]CCCC_CCC=CC(=O)COO+CCCCCCC
1223,1223,S(1947) + C7H15(680) <=> S(1982) + C7H16(1),CCCC=C([O])COO+CCC[CH]CCC_CCC=CC(=O)COO+CCCCCCC
1224,1224,S(1947) + C7H15(682) <=> S(1982) + C7H16(1),CCCC=C([O])COO+C[CH]CCCCC_CCC=CC(=O)COO+CCCCCCC
1225,1225,S(1947) + C7H15(683) <=> S(1982) + C7H16(1),CCCC=C([O])COO+[CH2]CCCCCC_CCC=CC(=O)COO+CCCCCCC
1226,1226,S(11403) + OH(15) <=> S(11360),CC1OC=C(C[O])O1+[OH]_CC1OC=C(COO)O1
1227,1227,S(11790) <=> S(11403),CC1O[C]=C(CO)O1_CC1OC=C(C[O])O1
1228,1228,S(1947) + OH(15) <=> S(1982) + H2O(8),CCCC=C([O])COO+[OH]_CCC=CC(=O)COO+O
1229,1229,S(1947) + HCO(19) <=> CH2O(9) + S(1982),CCCC=C([O])COO+[CH]=O_C=O+CCC=CC(=O)COO
1230,1230,S(1947) + C2H3(22) <=> C2H4(11) + S(1982),CCCC=C([O])COO+[CH]=C_C=C+CCC=CC(=O)COO
1231,1231,S(1947) + C5H9O(848) <=> S(454) + S(1982),CCCC=C([O])COO+C[C]1CCCO1_CC1CCCO1+CCC=CC(=O)COO
1232,1232,S(1947) + S(782) <=> S(1982) + S(785),CCCC=C([O])COO+CC[CH]CCC(C)OO_CCC=CC(=O)COO+CCCCCC(C)OO
1233,1233,S(1947) + S(781) <=> S(1982) + S(785),CCCC=C([O])COO+CCC[CH]CC(C)OO_CCC=CC(=O)COO+CCCCCC(C)OO
1234,1234,S(1947) + S(835) <=> S(1982) + S(837),CCCC=C([O])COO+C[CH]CCC(CC)OO_CCC=CC(=O)COO+CCCCC(CC)OO
1235,1235,S(1947) + S(834) <=> S(1982) + S(837),CCCC=C([O])COO+[CH2]CC(CCCC)OO_CCC=CC(=O)COO+CCCCC(CC)OO
1236,1236,S(1947) + S(969) <=> S(1982) + S(985),CCCC=C([O])COO+CCCCCCCO[O]_CCC=CC(=O)COO+CCCCCCCOO
1237,1237,S(1947) + S(982) <=> S(1982) + S(985),CCCC=C([O])COO+CCC[CH]CCCOO_CCC=CC(=O)COO+CCCCCCCOO
1238,1238,S(1048) + S(1947) <=> S(1049) + S(1982),CCC(CCC(C)O[O])OO+CCCC=C([O])COO_CCC(CCC(C)OO)OO+CCC=CC(=O)COO
1239,1239,S(1025) + S(1947) <=> S(1049) + S(1982),CCC(CCC(C)OO)O[O]+CCCC=C([O])COO_CCC(CCC(C)OO)OO+CCC=CC(=O)COO
1240,1240,S(1947) + S(1045) <=> S(1049) + S(1982),CCCC=C([O])COO+[CH2]CC(CCC(C)OO)OO_CCC(CCC(C)OO)OO+CCC=CC(=O)COO
1241,1241,S(1947) + CH2CHO(21) <=> CH3CHO(46) + S(1982),CCCC=C([O])COO+[CH2]C=O_CC=O+CCC=CC(=O)COO
1242,1242,S(1947) + CH3CO(20) <=> CH3CHO(46) + S(1982),CCCC=C([O])COO+C[C]=O_CC=O+CCC=CC(=O)COO
1243,1243,S(11790) + O2(2) <=> S(11813),CC1O[C]=C(CO)O1+[O][O]_CC1OC(CO)=C(O[O])O1
1244,1244,S(11961) + O(5) <=> S(11813),CC1O[C](CO)C(=O)O1+[O]_CC1OC(CO)=C(O[O])O1
1245,1245,S(11961) <=> S(11790) + O(5),CC1O[C](CO)C(=O)O1_CC1O[C]=C(CO)O1+[O]
1246,1246,S(11961) + O2(2) <=> S(12008),CC1O[C](CO)C(=O)O1+[O][O]_CC1OC(=O)C(CO)(O[O])O1
1247,1247,S(11813) <=> S(11972) + OH(15),CC1OC(CO)=C(O[O])O1_CC1OC(=O)C(=CO)O1+[OH]
1248,1248,S(11961) + O2(2) <=> S(11972) + HO2(16),CC1O[C](CO)C(=O)O1+[O][O]_CC1OC(=O)C(=CO)O1+[O]O
1249,1249,S(11961) <=> S(11972) + H(14),CC1O[C](CO)C(=O)O1_CC1OC(=O)C(=CO)O1+[H]
1250,1250,S(12008) <=> S(11972) + HO2(16),CC1OC(=O)C(CO)(O[O])O1_CC1OC(=O)C(=CO)O1+[O]O
1251,1251,S(11961) + C7H15(679) <=> S(11972) + C7H16(1),CC1O[C](CO)C(=O)O1+CC[CH]CCCC_CC1OC(=O)C(=CO)O1+CCCCCCC
1252,1252,S(11961) + C7H15(680) <=> S(11972) + C7H16(1),CC1O[C](CO)C(=O)O1+CCC[CH]CCC_CC1OC(=O)C(=CO)O1+CCCCCCC
1253,1253,S(11961) + C7H15(682) <=> S(11972) + C7H16(1),CC1O[C](CO)C(=O)O1+C[CH]CCCCC_CC1OC(=O)C(=CO)O1+CCCCCCC
1254,1254,S(11961) + C7H15(683) <=> S(11972) + C7H16(1),CC1O[C](CO)C(=O)O1+[CH2]CCCCCC_CC1OC(=O)C(=CO)O1+CCCCCCC
1255,1255,S(11961) + HO2(16) <=> S(11972) + H2O2(17),CC1O[C](CO)C(=O)O1+[O]O_CC1OC(=O)C(=CO)O1+OO
1256,1256,S(11961) + OH(15) <=> S(11972) + H2O(8),CC1O[C](CO)C(=O)O1+[OH]_CC1OC(=O)C(=CO)O1+O
1257,1257,S(11961) + HCO(19) <=> CH2O(9) + S(11972),CC1O[C](CO)C(=O)O1+[CH]=O_C=O+CC1OC(=O)C(=CO)O1
1258,1258,S(11961) + C5H9O(848) <=> S(454) + S(11972),CC1O[C](CO)C(=O)O1+C[C]1CCCO1_CC1CCCO1+CC1OC(=O)C(=CO)O1
1259,1259,S(11961) + S(763) <=> S(11972) + S(785),CC1O[C](CO)C(=O)O1+CCCCCC(C)O[O]_CC1OC(=O)C(=CO)O1+CCCCCC(C)OO
1260,1260,S(11961) + S(782) <=> S(11972) + S(785),CC1O[C](CO)C(=O)O1+CC[CH]CCC(C)OO_CC1OC(=O)C(=CO)O1+CCCCCC(C)OO
1261,1261,S(11961) + S(781) <=> S(11972) + S(785),CC1O[C](CO)C(=O)O1+CCC[CH]CC(C)OO_CC1OC(=O)C(=CO)O1+CCCCCC(C)OO
1262,1262,S(11961) + S(816) <=> S(11972) + S(837),CC1O[C](CO)C(=O)O1+CCCCC(CC)O[O]_CC1OC(=O)C(=CO)O1+CCCCC(CC)OO
1263,1263,S(11961) + S(835) <=> S(11972) + S(837),CC1O[C](CO)C(=O)O1+C[CH]CCC(CC)OO_CC1OC(=O)C(=CO)O1+CCCCC(CC)OO
1264,1264,S(11961) + S(834) <=> S(11972) + S(837),CC1O[C](CO)C(=O)O1+[CH2]CC(CCCC)OO_CC1OC(=O)C(=CO)O1+CCCCC(CC)OO
1265,1265,S(11961) + S(969) <=> S(11972) + S(985),CC1O[C](CO)C(=O)O1+CCCCCCCO[O]_CC1OC(=O)C(=CO)O1+CCCCCCCOO
1266,1266,S(11961) + S(982) <=> S(11972) + S(985),CC1O[C](CO)C(=O)O1+CCC[CH]CCCOO_CC1OC(=O)C(=CO)O1+CCCCCCCOO
1267,1267,S(11961) + S(1048) <=> S(11972) + S(1049),CC1O[C](CO)C(=O)O1+CCC(CCC(C)O[O])OO_CC1OC(=O)C(=CO)O1+CCC(CCC(C)OO)OO
1268,1268,S(11961) + S(1025) <=> S(11972) + S(1049),CC1O[C](CO)C(=O)O1+CCC(CCC(C)OO)O[O]_CC1OC(=O)C(=CO)O1+CCC(CCC(C)OO)OO
1269,1269,S(11961) + S(1045) <=> S(11972) + S(1049),CC1O[C](CO)C(=O)O1+[CH2]CC(CCC(C)OO)OO_CC1OC(=O)C(=CO)O1+CCC(CCC(C)OO)OO
1270,1270,S(11961) + CH2CHO(21) <=> S(11972) + CH3CHO(46),CC1O[C](CO)C(=O)O1+[CH2]C=O_CC1OC(=O)C(=CO)O1+CC=O
1271,1271,S(11961) + CH3CO(20) <=> S(11972) + CH3CHO(46),CC1O[C](CO)C(=O)O1+C[C]=O_CC1OC(=O)C(=CO)O1+CC=O
1272,1272,CH2CO(24) + CH3CHO(46) <=> C2H5O2(44) + C2H(4),C=C=O+CC=O_CCO[O]+[C]#C
1273,1273,S(1347) <=> C7H14(808),CC[C]CCCC_CCC=CCCC
1274,1274,S(1347) <=> C7H14(754),CC[C]CCCC_CC=CCCCC
1275,1275,S(8919) <=> S(1335),C[C]C(C)CCC_C=CC(C)CCC
1276,1276,CH2CO(24) + CH2O(9) <=> CH3O2(39) + C2H(4),C=C=O+C=O_CO[O]+[C]#C
1277,1277,S(10080) + CH3(18) <=> CH4(10) + S(8121),CC(=O)CC[CH]O+[CH3]_C+CC(=O)CCC=O
1278,1278,S(970) <=> S(1270),CCCCCCC[O]_CCCCCC[CH]O
1279,1279,S(1273) <=> S(1270),CCC[CH]CCCO_CCCCCC[CH]O
1280,1280,S(970) <=> S(1275),CCCCCCC[O]_C[CH]CCCCCO
1281,1281,S(1273) <=> S(1275),CCC[CH]CCCO_C[CH]CCCCCO
1282,1282,S(1275) <=> S(1270),C[CH]CCCCCO_CCCCCC[CH]O
1283,1283,S(1348) <=> C7H14(808),CCC[C]CCC_CCC=CCCC
1284,1284,C2H4(11) + C2H4(11) <=> C4H8(1305),C=C+C=C_C[C]CC
1285,1285,C4H8(1305) <=> C4H8(189),C[C]CC_C=CCC
1286,1286,S(969) <=> S(979) + OH(15),CCCCCCCO[O]_CCCCCCC=O+[OH]
1287,1287,S(979) + H(14) <=> S(970),CCCCCCC=O+[H]_CCCCCCC[O]
1288,1288,S(970) + O2(2) <=> S(979) + HO2(16),CCCCCCC[O]+[O][O]_CCCCCCC=O+[O]O
1289,1289,S(979) + H(14) <=> S(1270),CCCCCCC=O+[H]_CCCCCC[CH]O
1290,1290,S(1270) + O2(2) <=> S(979) + HO2(16),CCCCCC[CH]O+[O][O]_CCCCCCC=O+[O]O
1291,1291,CH2CHO(21) + C5H11(421) <=> S(979),[CH2]C=O+[CH2]CCCC_CCCCCCC=O
1292,1292,S(1270) + C7H15(679) <=> C7H16(1) + S(979),CCCCCC[CH]O+CC[CH]CCCC_CCCCCCC+CCCCCCC=O
1293,1293,S(970) + C7H15(679) <=> C7H16(1) + S(979),CCCCCCC[O]+CC[CH]CCCC_CCCCCCC+CCCCCCC=O
1294,1294,S(1270) + C7H15(680) <=> C7H16(1) + S(979),CCCCCC[CH]O+CCC[CH]CCC_CCCCCCC+CCCCCCC=O
1295,1295,S(970) + C7H15(680) <=> C7H16(1) + S(979),CCCCCCC[O]+CCC[CH]CCC_CCCCCCC+CCCCCCC=O
1296,1296,S(1270) + C7H15(682) <=> C7H16(1) + S(979),CCCCCC[CH]O+C[CH]CCCCC_CCCCCCC+CCCCCCC=O
1297,1297,S(970) + C7H15(682) <=> C7H16(1) + S(979),CCCCCCC[O]+C[CH]CCCCC_CCCCCCC+CCCCCCC=O
1298,1298,S(1270) + C7H15(683) <=> C7H16(1) + S(979),CCCCCC[CH]O+[CH2]CCCCCC_CCCCCCC+CCCCCCC=O
1299,1299,S(970) + C7H15(683) <=> C7H16(1) + S(979),CCCCCCC[O]+[CH2]CCCCCC_CCCCCCC+CCCCCCC=O
1300,1300,S(1270) + C2H3(22) <=> C2H4(11) + S(979),CCCCCC[CH]O+[CH]=C_C=C+CCCCCCC=O
1301,1301,S(970) + C2H3(22) <=> C2H4(11) + S(979),CCCCCCC[O]+[CH]=C_C=C+CCCCCCC=O
1302,1302,S(1270) + HO2(16) <=> S(979) + H2O2(17),CCCCCC[CH]O+[O]O_CCCCCCC=O+OO
1303,1303,S(970) + HO2(16) <=> S(979) + H2O2(17),CCCCCCC[O]+[O]O_CCCCCCC=O+OO
1304,1304,S(1270) + OH(15) <=> S(979) + H2O(8),CCCCCC[CH]O+[OH]_CCCCCCC=O+O
1305,1305,S(970) + OH(15) <=> S(979) + H2O(8),CCCCCCC[O]+[OH]_CCCCCCC=O+O
1306,1306,S(1270) + HCO(19) <=> CH2O(9) + S(979),CCCCCC[CH]O+[CH]=O_C=O+CCCCCCC=O
1307,1307,S(970) + HCO(19) <=> CH2O(9) + S(979),CCCCCCC[O]+[CH]=O_C=O+CCCCCCC=O
1308,1308,S(1270) + C5H9O(848) <=> S(454) + S(979),CCCCCC[CH]O+C[C]1CCCO1_CC1CCCO1+CCCCCCC=O
1309,1309,S(970) + C5H9O(848) <=> S(454) + S(979),CCCCCCC[O]+C[C]1CCCO1_CC1CCCO1+CCCCCCC=O
1310,1310,S(763) + S(1270) <=> S(785) + S(979),CCCCCC(C)O[O]+CCCCCC[CH]O_CCCCCC(C)OO+CCCCCCC=O
1311,1311,S(763) + S(970) <=> S(785) + S(979),CCCCCC(C)O[O]+CCCCCCC[O]_CCCCCC(C)OO+CCCCCCC=O
1312,1312,S(1270) + S(782) <=> S(785) + S(979),CCCCCC[CH]O+CC[CH]CCC(C)OO_CCCCCC(C)OO+CCCCCCC=O
